N,tau,type,probability,mean,second_moment,third_moment,fourth_moment,variance,skewness,kurtosis
80,0.4641588833612778,thermal,"[0.0, 8.32884751066713e-10, 7.265488582547439e-08, 2.4059924354020307e-06, 4.045168739109416e-05, 0.0004004615371601518, 0.002553935009991944, 0.01114289404565706, 0.03471521692765883, 0.0797250522125724, 0.13829566666350643, 0.18469098208567036, 0.19279035104221978, 0.15922031762566705, 0.1050563122442371, 0.05581516988315476, 0.02402605655974514, 0.008419854088446468, 0.0024109055558896634, 0.0005654469178352895, 0.0001087868049716074, 1.717684928686482e-05, 2.2247618345876512e-06, 2.3602584291931287e-07, 2.045922369829855e-08, 1.4438117459680892e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23.561899698927903,571.7854781329288,14262.49187462104,365043.4298854444,16.622360710589874,6.8309979047990055,824.8082433907548
80,0.774263682681127,pk,"[0.9968209287583242, 0.9717905101792176, 0.9238771031995245, 0.8590766602457527, 0.7826587112166308, 0.6998186822377015, 0.6157566789716227, 0.5325376211630595, 0.4637269057326819, 0.39454487037616753, 0.3367501027820544, 0.2887461945045686, 0.24722670989101705, 0.21300034333763745, 0.18779482750174945, 0.16310182769097745, 0.1385763762285482, 0.1257790298376322, 0.1057276406702769, 0.09677100945457442, 0.0812554903507275, 0.07420910672941211, 0.06288298595097878, 0.054982059888881434, 0.049556976391254406, 0.04094914700480657, 0.034212737265638095, 0.029045762423290936, 0.024263707198308386, 0.02023417016842126, 0.017480566899859662, 0.013200059633073418, 0.010795702301141116, 0.0076008461513461245, 0.0053375808418970805, 0.0036025342412119568, 0.0023154490591369777, 0.001119615035083643, 0.00042784305794671016, 4.568722425511493e-05]",,,,,,,
80,0.774263682681127,numeric,"[2.4463655657689333e-10, 9.282997964910225e-08, 5.415867555654806e-06, 0.00011698550442851471, 0.0012552436847208651, 0.007774657296871194, 0.030469639221927084, 0.08040616220796158, 0.14943951208175416, 0.20236532208817765, 0.20501068068728173, 0.15867575029564934, 0.09543240123841992, 0.04521839743658617, 0.01707060360978498, 0.005181672248419818, 0.0012740500907307305, 0.0002552391818407779, 4.185233563626355e-05, 5.635672538821226e-06, 6.245710099715166e-07, 5.7032565992752276e-08, 4.291548592039764e-09, 2.658573369815607e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.355201522914,388.88227968650585,8086.434234524123,173589.83849574893,14.25845369389367,7.588853200701124,609.9535090268473
80,0.774263682681127,thermal,"[4.756807916793273e-10, 1.53112616385669e-07, 7.805906412452831e-06, 0.0001510724323066495, 0.0014844311351286772, 0.008588487167030407, 0.032010919636683566, 0.08162416640227727, 0.14861857402065723, 0.19947132266716858, 0.2022211965575009, 0.1578324299182218, 0.09628714169549264, 0.04647441535911487, 0.017921322267382005, 0.0055645826477948475, 0.001399894443883156, 0.0002867146001299432, 4.7979739927348195e-05, 6.576608378718353e-06, 7.394670222515244e-07, 6.823678275498541e-08, 5.1652460174817245e-09, 3.2025763461647926e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.355201522100835,389.2962296515081,8110.454357130416,174553.45382787703,14.672403690373642,7.572719949837847,644.3647281164303
80,1.291549665014884,pk,"[0.9945472131379415, 0.9524822520416132, 0.8733537564906726, 0.7732825896761751, 0.6597191248968156, 0.5476601615475059, 0.44639946257910373, 0.35224190426241325, 0.2859866993601683, 0.2228139887657642, 0.17829104780896451, 0.14538346361094312, 0.11937698077875186, 0.10129630728665145, 0.09124004179535954, 0.0768754848424776, 0.06494986070436114, 0.06187002485341943, 0.04956701317289204, 0.04925196872914622, 0.03883623974226952, 0.03887433696488773, 0.03127020270962017, 0.028293725948939225, 0.027028097612711324, 0.021714979496250553, 0.01760570556546333, 0.014885493357540493, 0.01268330542944846, 0.01147552360913274, 0.010087991944138555, 0.006796976704921225, 0.006195751150503208, 0.004675481298403616, 0.0032344935155667223, 0.002258696751700716, 0.0013244780909431263, 0.0006003730750512918, 0.000232516300386929, 2.8181210089613793e-05]",,,,,,,
80,1.291549665014884,numeric,"[6.353947462009974e-08, 1.3932595868362656e-05, 0.00045579472386480645, 0.005335166609772866, 0.03007114410262555, 0.09509678964685528, 0.18558635445424282, 0.23874931800340882, 0.2126095234095777, 0.13610966278837258, 0.06455183534455826, 0.023236999054445213, 0.00647579885256518, 0.001419969878384732, 0.0002482518742630269, 3.498064040384335e-05, 4.007586423077914e-06, 3.759129958132375e-07, 2.9026831937730997e-08, 1.8525994316984367e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14.64938378953011,225.6686088582086,3636.999140555191,61077.89666393286,11.064163445261071,6.926726902499468,370.42758896332816
80,1.291549665014884,thermal,"[1.878477504409317e-07, 2.982856914172549e-05, 0.0007501978975138305, 0.007162568418303346, 0.034719597047167754, 0.0990974208932214, 0.18221112564845995, 0.22920630411354484, 0.2058789518985586, 0.13631711477506406, 0.06817539347781759, 0.02624993784907179, 0.00790007821074686, 0.001881083571510863, 0.0003578452561568613, 5.481366878722369e-05, 6.8027204310197005e-06, 6.87334591983516e-07, 5.674235306126044e-08, 3.836917779625199e-09, 2.1282879273038686e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14.649383789106755,226.5712736170008,3677.327022878109,62339.12973492152,11.966828216456918,7.584161513566869,430.84138274530414
80,2.154434690031884,pk,"[0.9899927983584215, 0.9139004191714067, 0.7837630902639842, 0.6209055671132784, 0.4606731925643215, 0.3244306525458834, 0.22387822060020127, 0.151891784946085, 0.09962046864631705, 0.06573415737430947, 0.04903538301481784, 0.037969190574195504, 0.029756683048545274, 0.026329454262015356, 0.028350829025010973, 0.023339590306753408, 0.0203560110557418, 0.022930680915503297, 0.016307594116040054, 0.020561522801218556, 0.01375119784101396, 0.01710681048654232, 0.013233553411012433, 0.010884272230976667, 0.01294342792284951, 0.011464164189540051, 0.009087846699042825, 0.007779051959965359, 0.007410791324306419, 0.006497082288925295, 0.003670814153018218, 0.004374299131277115, 0.0023011510213373854, 0.0018974581890744975, 0.0014567602333441837, 0.0008486774831668856, 0.0006064431414786006, 0.0003620701404302883, 0.00012911719875421994, 1.1200834050777873e-05]",,,,,,,
80,2.154434690031884,numeric,"[9.496867526345286e-06, 0.0011130204939865098, 0.018135163172766817, 0.09830004712268428, 0.23681005470094993, 0.2967853325424755, 0.21492679318517333, 0.09731342595934217, 0.029333361723619156, 0.006195382782792931, 0.0009557419060891068, 0.00011135225094379843, 1.0063139901360533e-05, 7.205434652430023e-07, 4.157118358036186e-08, 1.9584739702667648e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",10.071086958646184,108.64983653612524,1244.1212633846003,15020.45558830556,7.2230440075120015,4.411502975026679,159.68570949415152
80,2.154434690031884,thermal,"[4.230320325244248e-05, 0.002772678232519907, 0.02878343963301313, 0.11343195791397744, 0.2269557120312377, 0.26737979723760436, 0.2029275095629274, 0.10536403387000025, 0.03906407778816387, 0.01067617808302477, 0.002203905017432928, 0.00035026222038977723, 4.35107134259049e-05, 4.27634465766718e-06, 3.357837467487456e-07, 2.123015056510259e-08, 1.0875434642079388e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",10.071086955078474,110.2300445307739,1294.0397903077037,16145.535300637132,8.803252074022083,6.586792526205045,235.4827050884124
80,3.593813663804626,pk,"[0.9822509245959207, 0.8530277485155663, 0.6383424942951504, 0.4259535522201409, 0.24798639933952743, 0.12829854986675446, 0.05434981857771644, 0.021120768071195187, 0.006085328731764249, 0.003037518756028519, 0.0021198357835129295, 0.0020182100666277726, 0.0016617947170805367, 0.003144898645184802, 0.006968380386722449, 0.004341907296240458, 0.0050229028034862455, 0.007705880007172793, 0.003462851221217907, 0.008577889772442136, 0.0035387150933659135, 0.006300468301426298, 0.006783342001626883, 0.00279443987727488, 0.003370366899261635, 0.0048070308262020845, 0.00487033466989045, 0.0039143478647239455, 0.002066186338359239, 0.0015939910317584614, 0.0030904661848033125, 0.0009238507781404104, 0.0012916498625546884, 0.0014491068179205873, 0.001062294397067421, 0.0005114397019617654, 0.00015848165127013272, 0.00023508183130789055, 4.7953197662661114e-05, 3.076414344815349e-06]",,,,,,,
80,3.593813663804626,numeric,"[0.0002964033944290033, 0.019062146824131217, 0.15351616060693896, 0.35826156154440547, 0.31922654592045596, 0.12396135229632224, 0.023188677351345055, 0.0023374055973477033, 0.00014362717082463903, 5.938159933762844e-06, 1.7706507614440815e-07, 3.99705695209243e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6.908580553097108,52.092623856977056,421.8756352985738,3631.7771385558494,4.364138598345512,1.6895410573590652,57.31716295576916
80,3.593813663804626,thermal,"[0.0014559370795500465, 0.041103097270363445, 0.1837906823269567, 0.311976549578982, 0.2688644378887737, 0.13643523963646662, 0.044601002146219274, 0.009974745045710927, 0.0015929154107380663, 0.00018751528327848828, 1.6673219118654053e-05, 1.1413677670393424e-06, 6.107088796049255e-08, 2.585332787184504e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6.908576606255918,54.04046134879352,465.7780264809249,4352.721431955657,6.312030624286969,5.221065197532994,122.85791870451612
80,5.994842503189409,pk,"[0.9715591331530667, 0.7752495470167063, 0.485219664122465, 0.2583558405496656, 0.11605674842774677, 0.043331732640451766, 0.010983454402566796, 0.008066765959833171, 0.001550250548800968, 0.00033491547219345407, 0.0006346334663408087, 0.00039915390833489083, 8.830659652692011e-05, 0.0019234574647682317, 0.004229309368728299, 0.000915711100413398, 0.0021610422048873672, 0.004486563798559261, 0.00015287144623465923, 0.004597504293933367, 0.0028614502774285794, 0.0003412309521645208, 0.0037739669469902004, 0.004643829326965016, 0.0031173582558178376, 0.00215786127945427, 0.0023378969107360923, 0.003183366679017183, 0.0023253932744636283, 8.830792478088947e-05, 0.0022035130552604046, 0.0003163851735758714, 0.00022382700445402722, 0.0004620172647596034, 0.00022449860343086103, 2.0938512547019734e-05, 0.00030138056458321353, 1.971356561331998e-05, 5.960334475890857e-05, 6.613674310056478e-06]",,,,,,,
80,5.994842503189409,numeric,"[0.0019254040567033125, 0.0753740035996191, 0.33946510054717416, 0.3971985001266512, 0.1590683801016403, 0.025093453009760264, 0.0018026559617329199, 7.071937766981878e-05, 1.7527674004457128e-06, 3.006941563818215e-08, 3.785670902557098e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.43793151698597,32.99570731407856,217.97649931581427,1545.571637092855,3.424608130649222,1.3025336133743508,35.1728156493914
80,5.994842503189409,thermal,"[0.007165775634756463, 0.1204430823457499, 0.32063986415757806, 0.3240430337976737, 0.16626499173699416, 0.050232029316724186, 0.009776547074871023, 0.0013017554239944309, 0.00012376761412551967, 8.674364926780472e-06, 4.5920561454380597e-07, 1.8715440290400548e-08, 5.962046965069311e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.437833222561004,34.63937670473011,247.8648087926009,1949.146971579124,5.069346548341919,4.369133184316581,80.32143594961872
80,10.0,pk,"[0.953177048206325, 0.6423292502453656, 0.3030785507940581, 0.08746703334239032, 0.01627902353102669, 0.0036838233626646857, 0.0018895933060531986, 0.0003718962460640488, 0.0017261070482631126, 0.0027518879385690356, 0.0032687733895194904, 0.0034121536587663486, 0.0021706867477216127, 0.0005766189992069318, 0.0029390253703193963, 0.004953610945353051, 0.001149259753527407, 0.0026369929204034066, 0.005548441026684888, 0.001830316490810464, 0.0010733095866001352, 0.004034696846231258, 0.005247659830957504, 0.00473993166808277, 0.0042973062502148695, 0.004313035375215184, 0.0035513267181820664, 0.0008666832208717122, 0.0015667889709833327, 0.0018477251002256417, 0.0016147928905647022, 0.00018776270356930778, 0.0003553674304304033, 0.000311115418630332, 8.231964943711565e-05, 0.00031323111947910936, 0.0002913944317712988, 7.92099304487064e-05, 1.0966821500257834e-05, 3.887718875021857e-06]",,,,,,,
80,10.0,numeric,"[0.009731593265177661, 0.22162878740752023, 0.4906117205829245, 0.24124405155709872, 0.03455659953314112, 0.0021476181749902987, 7.770787760461797e-05, 1.8877854790232687e-06, 3.3360280928917845e-08, 4.509190052434042e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.1520572099133615,19.85904134929112,105.26109125818472,606.501070675414,2.619462274897589,1.0529009927238064,20.86060125756512
80,10.0,thermal,"[0.028136358788185288, 0.2664366851504417, 0.3996107377147267, 0.22752535263623863, 0.06577114383277391, 0.011194965932031705, 0.0012275382162146103, 9.208447043068294e-05, 4.93254994147484e-06, 1.947644253717169e-07, 5.808802458630182e-09, 1.3337884116983285e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.15068943380944,21.175423321317183,124.1171017445928,812.1208725972622,3.9472005453798538,3.457288714689525,49.8891836065427
100,0.01,pk,"[0.9997220038074636, 0.9975002610114643, 0.9930686305788851, 0.9864507232170667, 0.9776817073444197, 0.9668080157430761, 0.9538869607418835, 0.9389862631621876, 0.9221835014096139, 0.9035654880682187, 0.8832275822382861, 0.8612729465538722, 0.837811758378072, 0.8129603850432461, 0.7868405332133568, 0.7595783824812938, 0.7313037131879486, 0.702149038146293, 0.6722487475193515, 0.6417382755331088, 0.6107532970004987, 0.5794289608391112, 0.547899166897108, 0.5162958914461359, 0.484748565729232, 0.45338351094055146, 0.4223234319987335, 0.3916869714951663, 0.36158832421436254, 0.33213691172271587, 0.3034371156547494, 0.2755880675382659, 0.24868349229537826, 0.2228116019335341, 0.1980550354076749, 0.17449084020666744, 0.1521904908696387, 0.1312199394005607, 0.11163969239131143, 0.09350490960631641, 0.07686551880173467, 0.06176634165547784, 0.04824722585991397, 0.036343178673777905, 0.026084497532849145, 0.01749689367801643, 0.010601605164528266, 0.005415496063200353, 0.0019511391441940503, 0.0002168798436209349]",,,,,,,
100,0.01,numeric,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.2767494227798525e-10, 5.074166321902512e-09, 6.148432559963946e-08, 5.924525854091289e-07, 4.600194585613056e-06, 2.9099672607285325e-05, 0.00015134102273794945, 0.0006520888687736334, 0.00234277103064392, 0.0070561234430292705, 0.01789650269189248, 0.03836621491630303, 0.0697300269190795, 0.10770083208067471, 0.14162291411101544, 0.15875031217495036, 0.1518059605278728, 0.12386947745029465, 0.0862248896348566, 0.05116429024531898, 0.025847322399844132, 0.011096633871077854, 0.004038829083978305, 0.0012425005585353424, 0.0003218853314987875, 6.990633477222949e-05, 1.2659075421044207e-05, 1.8991788345386573e-06, 2.3425180288978995e-07, 2.3538866806569932e-08, 1.9059763046413966e-09, 1.2272539563773974e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",48.45167982197224,2372.511561712869,117370.31927989074,5864444.699593054,24.94628414195813,0.7699738632363733,1854.558291617781
100,0.01,analytic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6196485320401304e-10, 2.889562770157716e-09, 3.943794788702355e-08, 4.200624846360957e-07, 3.5481883409834813e-06, 2.4082380928240764e-05, 0.00013277277983710258, 0.0006000147244312795, 0.002239441634687957, 0.006946858777886305, 0.018005302679669807, 0.03916312491118264, 0.07174286037290918, 0.11100919832493204, 0.145410622687536, 0.16151504945733372, 0.1522974571115529, 0.12198006905041588, 0.0829911711963478, 0.04794352087291289, 0.023494516323291137, 0.00975199677024462, 0.003421525049914265, 0.001012030775110018, 0.0002515251501561072, 5.23161551365533e-05, 9.062707512156765e-06, 1.300009091579016e-06, 1.533669118021987e-07, 1.4760159809380302e-08, 1.1477200259621315e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",46.30993337797885,2168.816943959245,102681.22295661057,4912846.112766974,24.20701448640557,1.404316535772523,1746.6061699893326
100,0.01,thermal,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3482320959295183e-10, 5.1703443971382346e-09, 6.248607097651092e-08, 6.006453379298523e-07, 4.653377141637966e-06, 2.9375798404452488e-05, 0.0001524930020600835, 0.0006559549526594865, 0.002353171156976373, 0.007078299035421939, 0.01793299187017424, 0.038409470516915574, 0.06975849106596259, 0.1076880313443761, 0.14155866272769302, 0.1586556811764156, 0.1517230994381679, 0.12383200741506098, 0.08623648011090781, 0.05120345817336865, 0.025888460116744914, 0.01112563342569089, 0.004054305428520741, 0.0012490214671741732, 0.0003240946024762102, 7.051306334131067e-05, 1.2794483731337258e-05, 1.9237109475045503e-06, 2.3784590291143817e-07, 2.3961986454263798e-08, 1.9456522060029085e-09, 1.2565470377723282e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",48.45167982115414,2372.5413045682462,117374.6460010646,5864868.702594328,24.976027076611444,0.7734154197096359,1858.9537963531911
100,0.012663801734674,pk,"[0.9997046264262474, 0.9973443148186703, 0.9926379386509068, 0.9856138475224259, 0.9763142069604486, 0.9647945743006459, 0.951123343938471, 0.9353810708299842, 0.9176596830012779, 0.898061595416216, 0.8766987389256791, 0.8536915190653059, 0.8291677202467318, 0.8032613713025528, 0.7761115884968658, 0.747861411917105, 0.718656650687122, 0.6886447517008952, 0.6579737055791458, 0.626791002342724, 0.5952426479133188, 0.5634722510300244, 0.5316201885394605, 0.4998228553297459, 0.46821200347481823, 0.4369141734453793, 0.4060502186052371, 0.37573492263106756, 0.34607670802325813, 0.31717743253517855, 0.2891322691467364, 0.2620296641497115, 0.2359513670456701, 0.21097252522028834, 0.18716183581841314, 0.16458174684277987, 0.14328869926779306, 0.12333340186159454, 0.10476113045399757, 0.08761204354198417, 0.07192150639382415, 0.05772041616853593, 0.04503552100287024, 0.033889726519942404, 0.02430238376573597, 0.016289553176362048, 0.009864239804938318, 0.005036595689119352, 0.001814085907910768, 0.00020161555668100572]",,,,,,,
100,0.012663801734674,numeric,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.638316561972804e-10, 1.2562502642216422e-08, 1.4292181163135426e-07, 1.29272744003918e-06, 9.419874243179109e-06, 5.590728924392576e-05, 0.00027273693495717677, 0.001102037057314872, 0.003712070136985947, 0.010479579223672613, 0.02490756419241801, 0.050025467759979805, 0.08515977181046701, 0.12316835584682988, 0.15162529390700394, 0.15907539657182454, 0.14233753541486052, 0.10864972935708668, 0.07073296981641397, 0.0392438784347155, 0.018532188692031805, 0.007435303576286975, 0.002528418578319176, 0.0007265500592190164, 0.0001757659068047145, 3.563716841455832e-05, 6.023240444941868e-06, 8.431864813845233e-07, 9.701925447964273e-08, 9.092118189762681e-09, 6.864178373627739e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",47.62543477776842,2293.057846942099,111578.49212456896,5485254.510199023,24.875809170625416,1.172738978289999,1844.163699917496
100,0.012663801734674,analytic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.25045377777084e-10, 7.1563013729324424e-09, 9.210126678416756e-08, 9.242777105599877e-07, 7.34960726838866e-06, 4.6918697716819894e-05, 0.00024308200708869746, 0.0010313319705077763, 0.003610367640974581, 0.010494060873534649, 0.025459656705439995, 0.05178028947252698, 0.08859768920193228, 0.1278978867234091, 0.15611580752247647, 0.16138981046215703, 0.14145337058818558, 0.10516954190093983, 0.06633040609363443, 0.0354702425500352, 0.0160657434175698, 0.006153827835625242, 0.0019891837964200643, 0.0005411332765160099, 0.00012347027155839367, 2.353219333033268e-05, 3.7278779023277573e-06, 4.879900922911409e-07, 5.241896477644158e-08, 4.582612682168446e-09, 3.2287314751073536e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45.43640399164048,2088.4330933699366,97070.46171354072,4560907.78791309,23.966285678373424,1.6882971495215315,1712.1395275834948
100,0.012663801734674,thermal,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.04987376682636e-10, 1.307961140762852e-08, 1.4794728146959346e-07, 1.3310374803738391e-06, 9.651366975202821e-06, 5.702412878176613e-05, 0.0002770558321275059, 0.0011154235269132346, 0.003745136958430797, 0.01054366252145701, 0.02500136639586453, 0.05011845980735443, 0.08519318921647352, 0.12309024578440687, 0.15144015840397537, 0.15885783323587602, 0.14218478162106335, 0.1086132290129994, 0.07079282388241734, 0.03934104671644928, 0.01861663734892596, 0.0074880402330566925, 0.0025539258759534086, 0.0007363938127748596, 0.00017883825725968254, 3.6417205422733864e-05, 6.18455139026357e-06, 8.703093621923514e-07, 1.007112337661672e-07, 9.496278932929105e-09, 7.216793153017212e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",47.62543477330826,2293.1256518653067,111588.19172725404,5486189.536968205,24.943614518667346,1.1845948042173404,1854.1646694913509
100,0.0160371874375133,pk,"[0.9996789878412924, 0.9971142692193508, 0.9920028051749392, 0.9843803210524144, 0.974299856468723, 0.961831119017589, 0.9470596418482672, 0.9300857610301001, 0.9110234317895, 0.8899989054504689, 0.8671492910507571, 0.8426210272033878, 0.8165682907482154, 0.7891513690874389, 0.7605350228494789, 0.7308868647094624, 0.7003757788119338, 0.6691704034324768, 0.6374376972535941, 0.6053416070686058, 0.5730418519023771, 0.540692835557084, 0.5084426965290502, 0.47643250117095864, 0.44479558299581656, 0.41365702816049116, 0.38313330453313077, 0.3533320293342656, 0.3243518682473415, 0.2962825570701761, 0.2692050355229217, 0.24319168165937285, 0.2183066345219028, 0.19460619215225322, 0.1721392718527917, 0.15094791962483592, 0.13106785597526097, 0.11252904574890814, 0.0953562802614184, 0.07956976075918304, 0.06518567307040236, 0.052216744210646766, 0.040672772635427214, 0.030561124768364818, 0.021887191353073, 0.01465479806949047, 0.008866565701777648, 0.004524215946795173, 0.001628819701124371, 0.00018098536592287698]",,,,,,,
100,0.0160371874375133,numeric,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.857542953513731e-10, 3.229243655889831e-09, 4.302844490574276e-08, 4.483141968967821e-07, 3.7118564242288004e-06, 2.4747098183702757e-05, 0.00013431866482619808, 0.0005989539754876541, 0.002211154589945384, 0.006801479290965119, 0.01752609982721266, 0.03800282686329716, 0.06959964842164691, 0.10798631286988172, 0.14227803603820002, 0.15947774842113352, 0.15226689128885681, 0.12393081968639137, 0.08600593448502379, 0.05087953387690106, 0.02563865788087423, 0.010990868105551513, 0.004000965481446563, 0.0012338259855142347, 0.000321356048497309, 7.042840728380215e-05, 1.292957213807915e-05, 1.9776685247240403e-06, 2.5041655694551497e-07, 2.60487193719338e-08, 2.205741721617177e-09, 1.5038698961324653e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",46.45634655022505,2182.923733814143,103710.26760369612,4980190.384371148,24.731599019536134,1.7266633295221254,1822.9808926526457
100,0.0160371874375133,analytic,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3159092159163926e-09, 2.066109354292243e-08, 2.477161711631636e-07, 2.3134034361167545e-06, 1.709994263135556e-05, 0.00010135945578385633, 0.0004870225064790285, 0.001914016975386915, 0.006198765583107649, 0.016647172843587053, 0.03726571378431582, 0.06983567687471023, 0.10994238114663894, 0.1458097297160922, 0.16325862976613376, 0.15456492182827694, 0.1238583076579226, 0.0840466679391882, 0.04829161508130639, 0.023481600590794863, 0.00965180092402332, 0.0033480916631576135, 0.0009779797190695352, 0.00023986963650653788, 4.9228170676454385e-05, 8.417923167984583e-06, 1.1932971757244515e-06, 1.3939019250584896e-07, 1.3321847359347962e-08, 1.032970389756437e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",44.38765649911082,1993.9165221062256,90607.04005885424,4163573.421198642,23.65247262317098,2.0027273975138087,1667.712065251544
100,0.0160371874375133,thermal,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0616883773995162e-10, 3.5361695313774158e-09, 4.652886467789484e-08, 4.79150186665428e-07, 3.924569415601144e-06, 2.5907625899793343e-05, 0.00013935883429429255, 0.0006164249387288791, 0.0022593825098468513, 0.006906447649491219, 0.017701724385623015, 0.038214209529825724, 0.06974224286952024, 0.10792949078904363, 0.14196979279219665, 0.15901951434191358, 0.15186407880905922, 0.12374754696349881, 0.08606038142675229, 0.05106776317687829, 0.025836909732492242, 0.011130968506235041, 0.004076025968960505, 0.0012656514452263226, 0.00033224084286146924, 7.345821585396734e-05, 1.3618322692863034e-05, 2.105534032287473e-06, 2.697520638591094e-07, 2.8418823516184718e-08, 2.439600418732927e-09, 1.6878993748532158e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",46.4563465493184,2183.0665599328368,103730.20941013588,4982067.581118566,24.87442522246965,1.7629249673627785,1843.961356522516
