N,tau,type,probability,mean,second_moment,third_moment,fourth_moment,variance,skewness,kurtosis
40,0.01,pk,"[0.9979945393444084, 0.9821003094622058, 0.9510941910716022, 0.9064692807482069, 0.8502852936952592, 0.7849598515545619, 0.7130252256472887, 0.6369058852281398, 0.55877907990605, 0.48055153254278904, 0.4039284052060498, 0.33050302416533434, 0.2617946925458851, 0.19920903623874325, 0.14395305059970676, 0.09696278844327459, 0.05888433823121989, 0.030111174356919946, 0.010853085400650858, 0.001206515117460039]",,,,,,,
40,0.01,numeric,"[0.0, 1.2448041735142735e-08, 1.1241348407224701e-06, 3.64927911114368e-05, 0.0005667612213564266, 0.004856244339054258, 0.024950897698199706, 0.0810074180336722, 0.17189996250916972, 0.24349574068720856, 0.23289635456749808, 0.1509308705083541, 0.06599687160021814, 0.019234778373663095, 0.0036560196335663916, 0.0004378607898480202, 3.133521813735016e-05, 1.2321943573681893e-06, 2.3076193849827193e-08, 1.545908103612596e-10, 0.0]",18.79914259900529,363.4125498056153,7208.572748456086,146449.43267846858,10.004787347879926,0.5655543411739927,295.2413033784833
40,0.01,analytic,"[0.0, 1.3516178848583088e-08, 1.2563807176000968e-06, 4.160257743526005e-05, 0.000652795358207192, 0.0055949286001602564, 0.028454619935617757, 0.0904520153787071, 0.1857967473307763, 0.25172808646529204, 0.227417499516583, 0.13736841523679733, 0.05519731309207303, 0.014558393842959223, 0.002462471984961066, 0.0002575617262336628, 1.5754965665004837e-05, 5.162247083627571e-07, 7.80473370691032e-09, 0.0, 0.0]",18.52397042362968,352.8202801337501,6894.921949390576,137996.87738591488,9.682799878242918,0.5617182112546288,276.73671145766275
40,0.01,thermal,"[0.0, 1.1492941000736254e-08, 1.0587769705256746e-06, 3.496415294232416e-05, 0.0005508039875833837, 0.004773484018728126, 0.02473717086436978, 0.08079224400860968, 0.1720445898601005, 0.24402139528089856, 0.23326818995796877, 0.15085731544421693, 0.06575336122487159, 0.019089083508621263, 0.003613299033116699, 0.00043105016724563736, 3.074878003511098e-05, 1.2066804992569857e-06, 2.2589792329023965e-08, 1.5159238936975575e-10, 0.0]",18.799142598999108,363.3717109950514,7206.3022543161,146362.96723780656,9.963948537548504,0.5982640649108362,292.9127193349996
40,1.0,pk,"[0.9836709096442123, 0.8651944795591843, 0.6776843238586676, 0.4946606506837864, 0.3459107304579831, 0.23558301122136252, 0.16784893320605804, 0.12706542177851052, 0.09710808989359775, 0.07428292102566941, 0.05705026526568779, 0.04234590473281059, 0.032705906293036935, 0.02342141056913448, 0.016276548248246626, 0.012065169923341914, 0.006885056661995561, 0.003693746951102426, 0.0011886981951776184, 0.00014483182604352674]",,,,,,,
40,1.0,numeric,"[8.916135599773863e-05, 0.006358564358820019, 0.06285545898667037, 0.20821075078586282, 0.31322713156227855, 0.2504200349502464, 0.11719702090336914, 0.034226827762627934, 0.006509738873043673, 0.0008289961451940845, 7.186316978386362e-05, 4.27219186668321e-06, 1.7404863492424608e-07, 4.815708068654197e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.529574017471996,79.16608221483523,788.39581616081,8344.473574399675,6.412449295301869,3.751936440972486,124.19890020788444
40,1.0,analytic,"[0.006266035119827457, 0.1716168006182719, 0.48003846334242045, 0.29480183425118084, 0.04560343867052445, 0.0016617016153783505, 1.1714339956053796e-05, 1.2041133854043183e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.413783726286636,22.06642811046163,120.80352989211838,711.3509646888608,2.58494132802889,0.5883446667695011,19.284331080066067
40,1.0,thermal,"[0.00013637513839872073, 0.00781410510401964, 0.06725626792185777, 0.2075064001521771, 0.3054117683410604, 0.24728875706729936, 0.11972893915857812, 0.036534147971684756, 0.007268596150799563, 0.0009632025693912408, 8.602515281209904e-05, 5.197763501841463e-06, 2.1166463664142437e-07, 5.7411068774931965e-09, 1.0153006535369505e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.529574012294551,79.46436613965314,796.125331191998,8488.84262273802,6.71073330844257,3.848746001491236,135.05751419881926
40,100.0,pk,"[0.1445755836480225, 2.6304786037915036e-06, 3.050592353776354e-06, 7.683306256285717e-06, 2.3926869338839974e-05, 5.070982793990984e-06, 2.523639382820978e-05, 2.4909830517744964e-05, 9.22614913876421e-06, 2.460328152319047e-05, 4.1402669075928383e-05, 5.150101905698445e-05, 5.574391936986513e-06, 3.080822434675063e-05, 2.685399649648341e-05, 3.834126803768877e-06, 6.946625402476031e-06, 1.7620874035275656e-06, 2.5738728924946744e-06, 4.979366560559223e-08]",,,,,,,
40,100.0,numeric,"[0.8551698379572678, 0.14478710151904867, 4.305475110333301e-05, 5.772117752517181e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2897464566752172,0.5798374898900871,1.1610535630004373,2.3276231212518392,0.4958844807342435,0.7056861624313784,1.2529087870406876
40,100.0,analytic,"[0.9792939035431226, 0.020706096456877467, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0414121929137549,0.0828243858275098,0.1656487716550197,0.3312975433100394,0.0811094161055838,0.1555009946373947,0.304701452279369
40,100.0,thermal,"[0.9598899085277445, 0.03986088859670065, 0.0002486462982281664, 5.55983925778426e-07, 5.930591530519452e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0807197030343418,0.1634419485355671,0.3349208680344623,0.7021506542317207,0.1569262780776147,0.2963937973558979,0.6002740435701679
50,0.001,pk,"[0.9989127386064156, 0.9902482801069442, 0.9730974936929424, 0.9478107500500509, 0.9148992309681105, 0.8750186353138943, 0.8289489570503479, 0.7775714563949487, 0.7218440360371696, 0.6627762279202819, 0.6014048983858944, 0.5387716056705772, 0.47590231627773116, 0.4137899323367861, 0.3533798281246962, 0.2955583650278987, 0.24114416912334694, 0.19088182533003636, 0.14543756958889742, 0.10539654120422724, 0.07126118116200165, 0.04345041559610699, 0.02229933262327219, 0.008059133077632126, 0.0008972019244345515]",,,,,,,
50,0.001,numeric,"[0.0, 0.0, 1.1138608225303991e-09, 6.97444195921147e-08, 2.138437895896673e-06, 3.7133626250209356e-05, 0.0003983139021137667, 0.002793029548553184, 0.013310703481603568, 0.04430676093340105, 0.10500944732919663, 0.17954363912359886, 0.22328139608363742, 0.2027631856647882, 0.134456273216225, 0.06485118751165363, 0.022565491698691993, 0.0055907550017534925, 0.0009675017004339493, 0.00011379500895694031, 8.74992092840582e-06, 4.156163099937407e-07, 1.1181174329934676e-08, 1.4730450799465824e-10, 0.0, 0.0]",24.39752424314201,607.7351927187756,15437.279205108624,399430.03994053614,12.496003524073558,0.3020094997773412,462.2084159380756
50,0.001,analytic,"[0.0, 0.0, 5.516238341852354e-10, 3.709198118847269e-08, 1.2206565467292144e-06, 2.2737682312368853e-05, 0.0002614741966447366, 0.0019644078651935857, 0.010023570548310653, 0.03569867262777851, 0.09045807169408192, 0.16522696558677993, 0.21932427603477944, 0.21239829091862955, 0.15005298469643377, 0.07702325370576202, 0.028489626025617602, 0.007493756126261335, 0.0013748607273696687, 0.00017116973799840158, 1.3906981930491587e-05, 6.965552635320212e-07, 1.9711954727877e-08, 2.7235611408971766e-10, 0.0, 0.0]",24.79934564335676,627.4736758376556,16179.324106590358,424703.1912930833,12.466131498977576,0.0837296273712127,460.0164161771536
50,0.001,thermal,"[0.0, 0.0, 1.1096271495304411e-09, 6.952704221138364e-08, 2.1331158786992936e-06, 3.706232631925894e-05, 0.00039775068107463256, 0.0027903099898526364, 0.013302686203571142, 0.044293333502091845, 0.10500114410122335, 0.17955557645783923, 0.22331053118826236, 0.2027854514306982, 0.13445645769551942, 0.06483835346598803, 0.02255441106526139, 0.0055858291777316875, 0.0009661753121421029, 0.00011357156039288372, 8.726629038307351e-06, 4.14174604757593e-07, 1.113212183243935e-08, 1.4650635020423319e-10, 0.0, 0.0]",24.39752424309504,607.7319296522929,15437.039426351464,399418.0555259923,12.492740459882612,0.3010628913507389,461.9702060015407
50,0.0016102620275609,pk,"[0.9988881857505594, 0.9900298746097568, 0.9725048879909967, 0.9466896465619338, 0.9131320652691006, 0.8725326148855659, 0.8257208528894853, 0.7736287821773853, 0.7172625323952723, 0.6576738754948795, 0.5959329812748401, 0.5331036005389179, 0.47022155756705414, 0.40827707607995206, 0.34820109669980387, 0.29085541176337715, 0.2370261805360324, 0.1874202166453238, 0.1426633662350323, 0.103300310915126, 0.06979521321688993, 0.042532746702778484, 0.021819190249851725, 0.007883392712022657, 0.0008775139909806957]",,,,,,,
50,0.0016102620275609,numeric,"[0.0, 0.0, 1.4015008114508912e-09, 8.580522909354325e-08, 2.5723148316537303e-06, 4.367184431688531e-05, 0.0004579858258278045, 0.003139658645839522, 0.014627779220304865, 0.04760036327020712, 0.11028746403185326, 0.18434111050183008, 0.22410846156508832, 0.19895266596558264, 0.1289734555018213, 0.06081374430254983, 0.02068718330010863, 0.00501083672068155, 0.0008477884737211112, 9.749222675432978e-05, 7.329581961614704e-06, 3.4042036172883576e-07, 8.955298283318539e-09, 1.1537238103080184e-10, 0.0, 0.0]",24.25594634626276,600.8432662930536,15180.422660243908,390754.2943130367,12.492333140275832,0.3739057459897594,461.9408584192861
50,0.0016102620275609,analytic,"[0.0, 0.0, 6.592036604477466e-10, 4.36454691749666e-08, 1.4138603318835756e-06, 2.5916579046194115e-05, 0.000293181091257297, 0.0021660251629357446, 0.010864734680123956, 0.03802277339604399, 0.094635319935009, 0.16971015532795672, 0.22106876004277531, 0.20998214146438507, 0.14542040286235705, 0.07312898224849305, 0.026482213230353446, 0.0068147590230268765, 0.0012221969410628464, 0.0001486091070072069, 1.1779756984220888e-05, 5.749371544131018e-07, 1.5831853969982028e-08, 2.124722238972904e-10, 0.0, 0.0]",24.678790335300256,621.4873492942982,15951.927383446666,416880.5627289176,12.44465688058881,0.1332382695509295,458.4449127893895
