steps,mean_exact,var_exact,mean_independent_modes,var_independent_modes,num_circuits
0,0.5000000000000001,0.25,0.5000000000000001,0.25,1
1,0.2560796089842693,0.15263181565530895,0.2560796089842693,0.15263181565530895,1
2,0.20280627590936948,0.2051561488103805,0.20280627590936948,0.2051561488103805,1
3,0.1537233430799411,0.20111843759670334,0.1537233430799411,0.20111843759670334,1
4,0.10279659142583326,0.1504823953583054,0.10279659142583326,0.1504823953583054,1
5,0.07732818850449867,0.12135309968477452,0.07732818850449867,0.12135309968477452,1
6,0.07197302276837746,0.11899443733582309,0.07197302276837746,0.11899443733582309,1
7,0.06525320246072928,0.10858309918711657,0.06525320246072928,0.10858309918711657,1
8,0.05975730567832461,0.09824225963806615,0.05975730567832461,0.09824225963806615,1
9,0.061982279614053566,0.103579034433718,0.061982279614053566,0.103579034433718,1
10,0.057061026621415455,0.09664976393821816,0.057061026621415455,0.09664976393821816,1
