steps,mean_exact,var_exact,mean_independent_modes,var_independent_modes,num_circuits
0,0.5,0.25000000000000067,0.5,0.2500000000000007,50
1,0.2560796089842692,0.14470122196962718,0.25607960898426885,0.14470122196962604,50
2,0.20280627590936942,0.13663553788904317,0.20280627590936925,0.13663553788904298,50
3,0.1633966325405292,0.11200038030349567,0.16339663254052922,0.11200038030349475,50
4,0.13691073651691474,0.09970448061276194,0.13691073651691485,0.09970448061276235,50
5,0.12626310041332342,0.10542293969991158,0.1262631004133231,0.1054229396999106,50
6,0.11928152754461849,0.10860022402587889,0.1192815275446183,0.10860022402587852,50
7,0.11530748681331646,0.11089310556708643,0.11530748681331612,0.11089310556708509,50
8,0.1119986413490516,0.11030004221298903,0.1119986413490516,0.11030004221298897,50
9,0.10928286286689368,0.10981301821861582,0.10928286286689375,0.1098130182186166,50
10,0.10484165777417775,0.10705689548974591,0.10484165777417767,0.10705689548974588,50
11,0.09768606894235957,0.10125496575500255,0.09768606894235954,0.10125496575500223,50
12,0.09268973396109269,0.10207775353388662,0.09268973396109269,0.10207775353388678,50
13,0.08689040997865818,0.10245006585009954,0.08689040997865813,0.10245006585009953,50
14,0.07778994213986061,0.0958333335277863,0.0777899421398607,0.09583333352778509,50
15,0.07126852462377134,0.09267149527519507,0.07126852462377128,0.09267149527519462,50
16,0.06683146100696316,0.09139991368333802,0.06683146100696317,0.09139991368333795,50
17,0.061570522184675465,0.0862594754267859,0.06157052218467544,0.08625947542678587,50
18,0.05834716184555777,0.08336989980390032,0.058347161845557646,0.08336989980389986,50
19,0.05661029727217184,0.08223775037963549,0.05661029727217169,0.08223775037963474,50
20,0.05448582984766783,0.07978391868453706,0.05448582984766781,0.07978391868453712,50
21,0.05295268800507585,0.0785429308757154,0.05295268800507589,0.07854293087571543,50
22,0.050840729075790236,0.07656691668896386,0.05084072907579029,0.07656691668896407,50
23,0.04760870571190105,0.07286110935633981,0.04760870571190105,0.07286110935634002,50
24,0.04433079350399503,0.06936922951551348,0.04433079350399502,0.06936922951551375,50
25,0.04089600016514484,0.06551683864114224,0.04089600016514503,0.06551683864114227,50
26,0.03743643843788479,0.06124358086571787,0.037436438437885064,0.06124358086571948,50
27,0.034193550950627,0.05684876469159701,0.034193550950626976,0.05684876469159674,50
28,0.03188893030781369,0.05374854876376881,0.03188893030781349,0.05374854876376789,50
29,0.030615125795157336,0.052214885792246306,0.030615125795157277,0.05221488579224641,50
30,0.029155218916954606,0.049965011183977406,0.029155218916954627,0.04996501118397718,50
