steps,mean_exact,var_exact,mean_independent_modes,var_independent_modes,num_circuits
0,0.5000000000000001,0.25000000000003636,0.5000000000000001,0.25000000000003636,100
5,0.44741080960512236,0.2694571744903706,0.44741080960512186,0.3778159685542846,100
10,0.475845113089037,0.287459395555944,0.4758451130890362,0.4186370007482856,100
15,0.5170387601914093,0.29146056192356196,0.5170387601914065,0.43036047427390256,100
20,0.5059031974363005,0.3063334611704367,0.5059031974362967,0.4387644222971221,100
25,0.47376103205776166,0.3061916356829061,0.4737610320577625,0.448572731611157,100
30,0.4872770984741537,0.3029138779286253,0.48727709847418504,0.4484455036243753,100
35,0.5031866566863925,0.31145396361017313,0.5031866566863886,0.4520435908731042,100
40,0.4705189654871419,0.30692159588646845,0.4705189654871441,0.4543598981120113,100
45,0.5024178780783533,0.30605887974596196,0.5024178780783919,0.4585965366708979,100
50,0.49031575351921747,0.31048586932957856,0.4903157535192152,0.4627845376973301,100
55,0.4966957907867437,0.31108098632455766,0.49669579078674353,0.45850556263330416,100
60,0.5026015152384605,0.3145788709884146,0.5026015152384452,0.4621409039293394,100
65,0.4980851919071275,0.31186441219881383,0.498085191907125,0.46563136523042886,100
70,0.4952649543647306,0.31284475930313965,0.4952649543647296,0.4687873284321813,100
75,0.5028044600061986,0.31382393410892845,0.5028044600062187,0.46792638319408525,100
80,0.4995158167272535,0.31778398251864837,0.49951581672725226,0.4677128781280635,100
85,0.49068473961141945,0.3140915357081454,0.4906847396114184,0.46975321296542005,100
90,0.4883520171607463,0.3203776190153814,0.48835201716074444,0.47009275033623454,100
95,0.48633068755241327,0.3212597781668103,0.4863306875524209,0.4706122752569263,100
100,0.48887510172605453,0.3239191927982836,0.4888751017260537,0.4711695418710451,100
