steps,mean_exact,var_exact,mean_independent_modes,var_independent_modes,num_circuits
0,0.5000000000000001,0.25000000000003636,0.5000000000000001,0.25000000000003636,1
1,0.2560796089842703,0.14470122196970464,0.2560796089842703,0.14470122196970464,1
2,0.20280627590937178,0.13655642366827236,0.20280627590937178,0.13655642366827236,1
3,0.163396632540532,0.10700478962404532,0.163396632540532,0.10700478962404532,1
4,0.1369107365169182,0.08228415478295233,0.1369107365169182,0.08228415478295233,1
5,0.1263516518657131,0.07703562007005445,0.1263516518657131,0.07703562007005445,1
6,0.12019152864236952,0.0739304657019983,0.12019152864236952,0.0739304657019983,1
7,0.1184477324708953,0.07556052026158255,0.1184477324708953,0.07556052026158255,1
8,0.11712806994993757,0.07584305781950774,0.11712806994993757,0.07584305781950774,1
9,0.11451023605362956,0.07319880472746093,0.11451023605362956,0.07319880472746093,1
10,0.11105216663274568,0.06981763614319376,0.11105216663274568,0.06981763614319376,1
11,0.10611333307369533,0.06485023163232767,0.10611333307369533,0.06485023163232767,1
12,0.10083680002598384,0.06027876571799865,0.10083680002598384,0.06027876571799865,1
13,0.09560020250177308,0.05620373839258704,0.09560020250177308,0.05620373839258704,1
14,0.09083048593241068,0.05282771312777726,0.09083048593241068,0.05282771312777726,1
15,0.08704528664767328,0.05071245102441651,0.08704528664767328,0.05071245102441651,1
16,0.0840956206471661,0.04930960798151062,0.0840956206471661,0.04930960798151062,1
17,0.0820679968978972,0.04873783458474989,0.0820679968978972,0.04873783458474989,1
18,0.08064724464315011,0.04847174161230285,0.08064724464315011,0.04847174161230285,1
19,0.0795237418168319,0.048122760445787734,0.0795237418168319,0.048122760445787734,1
20,0.07848697400652783,0.04757777210679109,0.07848697400652783,0.04757777210679109,1
21,0.07723940804958242,0.04655647576337806,0.07723940804958242,0.04655647576337806,1
22,0.07576629336261714,0.045271325090495224,0.07576629336261714,0.045271325090495224,1
23,0.07404532573738623,0.04379159272215077,0.07404532573738623,0.04379159272215077,1
24,0.07217884455515511,0.04229967753023132,0.07217884455515511,0.04229967753023132,1
25,0.07033553517044007,0.04100969607564444,0.07033553517044007,0.04100969607564444,1
26,0.06860850562587069,0.039940082737706245,0.06860850562587069,0.039940082737706245,1
27,0.06713481039019144,0.03920564410921841,0.06713481039019144,0.03920564410921841,1
28,0.06593088719275207,0.0387252523702216,0.06593088719275207,0.0387252523702216,1
29,0.06498190169572637,0.038419388138617235,0.06498190169572637,0.038419388138617235,1
30,0.06423154007851174,0.038193412175703545,0.06423154007851174,0.038193412175703545,1
31,0.06356301822463116,0.03789036197963995,0.06356301822463116,0.03789036197963995,1
32,0.06290325188107199,0.03747779009463535,0.06290325188107199,0.03747779009463535,1
33,0.062165136284459674,0.036901766711883326,0.062165136284459674,0.036901766711883326,1
34,0.061320933673110874,0.036201845723768146,0.061320933673110874,0.036201845723768146,1
35,0.060384295647276584,0.035452274875429665,0.060384295647276584,0.035452274875429665,1
36,0.059385604470123574,0.03470612891976842,0.059385604470123574,0.03470612891976842,1
37,0.05839806157521634,0.03405745764081381,0.05839806157521634,0.03405745764081381,1
38,0.05747078856034922,0.033528123146061975,0.05747078856034922,0.033528123146061975,1
39,0.05665244552427531,0.03313828073690473,0.05665244552427531,0.03313828073690473,1
40,0.05596309422909943,0.03286959824190014,0.05596309422909943,0.03286959824190014,1
41,0.05538662270093801,0.03266253943489979,0.05538662270093801,0.03266253943489979,1
42,0.05489855559111709,0.03247618658731003,0.05489855559111709,0.03247618658731003,1
43,0.054445637158454845,0.03224331853778889,0.054445637158454845,0.03224331853778889,1
44,0.05398588052559522,0.03193901804393068,0.05398588052559522,0.03193901804393068,1
45,0.053484988994925244,0.031557190214581005,0.053484988994925244,0.031557190214581005,1
46,0.05292434504880766,0.031109829250821442,0.05292434504880766,0.031109829250821442,1
47,0.052315597603672055,0.030644118369417016,0.052315597603672055,0.030644118369417016,1
48,0.05167701968643871,0.03019120470377537,0.05167701968643871,0.03019120470377537,1
49,0.05104488573377666,0.029793568975883852,0.05104488573377666,0.029793568975883852,1
50,0.050451170849869366,0.02947113269184939,0.050451170849869366,0.02947113269184939,1
