steps,mean_exact,var_exact,mean_independent_modes,var_independent_modes,num_circuits
0,0.49999999999999895,0.2500000000000136,0.49999999999999906,0.25000000000001366,20
5,0.5032016235846593,0.2634806141634093,0.5032016235846597,0.37635093829178456,20
10,0.49369044008148694,0.2828478432948664,0.49369044008148727,0.40404675378328647,20
15,0.5058694251475437,0.30836141679056944,0.5058694251475434,0.4182790395726238,20
20,0.4489687322626046,0.3014968229595608,0.44896873226260503,0.42283161178523754,20
25,0.5052926076340646,0.2938783570150539,0.505292607634065,0.42938149407414583,20
30,0.48467471931293205,0.30802495988013284,0.4846747193129319,0.4389372505625261,20
35,0.5108447657254876,0.322180494155622,0.5108447657254882,0.45233690866879445,20
40,0.49115479868909456,0.3098750079043819,0.491154798689095,0.4473934615953453,20
45,0.46268102729071164,0.3115846109943468,0.4626810272907118,0.44743365248486044,20
50,0.4917070579961792,0.3119709467369179,0.4917070579961787,0.45657745968591146,20
55,0.4755278886023441,0.3010449972603532,0.4755278886023443,0.46033471298597534,20
60,0.47939521545937513,0.31041779906510425,0.479395215459376,0.4639776379273053,20
65,0.5301360432772043,0.3298253157431955,0.5301360432772042,0.4580141969335159,20
70,0.4954422902855821,0.3042687607680136,0.4954422902855818,0.463524949061582,20
75,0.5048053546147786,0.3144331191918615,0.5048053546147776,0.4552703177558442,20
80,0.46144910802962347,0.31934456639961906,0.46144910802962413,0.4590188002504601,20
85,0.4900301436866982,0.3171555611469986,0.4900301436866984,0.46513481495863745,20
90,0.47519522766249106,0.32924752630701637,0.4751952276624906,0.4700563021079165,20
95,0.492149092297521,0.3382613903696581,0.4921490922975215,0.4675693675948355,20
100,0.5133182731419053,0.3189684471085754,0.5133182731419051,0.46287859317011226,20
