model,qubits,depth,noise_param,density_matrix,kinks_distribution,mean_kinks,var_kinks,purity
independent_ks_numeric,6,39,0.105,"[[ 8.16603169e-02-1.32864377e-16j -2.53409599e-02-1.27228079e-04j
  -3.69267051e-04+2.84481898e-05j  1.14635864e-04-8.25276372e-06j
  -4.91211086e-04+1.45739805e-05j  1.52456115e-04-3.75730619e-06j
   2.21617394e-06-2.37027699e-07j -6.88095928e-07+7.01019797e-08j]
 [-2.53409599e-02+1.27228079e-04j  1.70907156e-01-5.23300661e-16j
   1.14547218e-04-9.40341165e-06j -7.72840274e-04+5.95393138e-05j
   1.52410702e-04-5.28793563e-06j -1.02805736e-03+3.05019337e-05j
  -6.87357342e-07+7.70076485e-08j  4.63823801e-06-4.96076082e-07j]
 [-3.69267051e-04-2.84481898e-05j  1.14547218e-04+9.40341165e-06j
   8.17144371e-02-1.48951426e-16j -2.53577546e-02-1.27312399e-04j
   2.22632828e-06+1.05220941e-07j -6.90713810e-07-3.61209855e-08j
  -4.91536635e-04+1.45836394e-05j  1.52557155e-04-3.75979634e-06j]
 [ 1.14635864e-04+8.25276372e-06j -7.72840274e-04-5.95393138e-05j
  -2.53577546e-02+1.27312399e-04j  1.71020425e-01-5.57131824e-16j
  -6.91041682e-07-2.91836754e-08j  4.65949007e-06+2.20217268e-07j
   1.52511712e-04-5.29144020e-06j -1.02873871e-03+3.05221488e-05j]
 [-4.91211086e-04-1.45739805e-05j  1.52410702e-04+5.28793563e-06j
   2.22632828e-06-1.05220941e-07j -6.91041682e-07+2.91836754e-08j
   7.99465295e-02+1.47252694e-16j -2.48091347e-02-1.24557970e-04j
  -3.61517323e-04+2.78511538e-05j  1.12230026e-04-8.07956475e-06j]
 [ 1.52456115e-04+3.75730619e-06j -1.02805736e-03-3.05019337e-05j
  -6.90713810e-07+3.61209855e-08j  4.65949007e-06-2.20217268e-07j
  -2.48091347e-02+1.24557970e-04j  1.67320365e-01+6.81038694e-17j
   1.12143241e-04-9.20606429e-06j -7.56620843e-04+5.82897751e-05j]
 [ 2.21617394e-06+2.37027699e-07j -6.87357342e-07-7.70076485e-08j
  -4.91536635e-04-1.45836394e-05j  1.52511712e-04+5.29144020e-06j
  -3.61517323e-04-2.78511538e-05j  1.12143241e-04+9.20606429e-06j
   7.99995139e-02+1.31687060e-16j -2.48255769e-02-1.24640521e-04j]
 [-6.88095928e-07-7.01019797e-08j  4.63823801e-06+4.96076082e-07j
   1.52557155e-04+3.75979634e-06j -1.02873871e-03-3.05221488e-05j
   1.12230026e-04+8.07956475e-06j -7.56620843e-04-5.82897751e-05j
  -2.48255769e-02+1.24640521e-04j  1.67431256e-01+3.53673872e-17j]]",[0.17874704 0.42702102 0.32126418 0.07296775],2.576905269108222,2.8347091943953027,0.14566607128984782
independent_ks_numeric,6,40,0.105,"[[ 8.29307146e-02+4.90405178e-16j -2.52611339e-02+1.91648321e-04j
  -3.25157819e-04-1.27413495e-05j  9.90742345e-05+3.12966055e-06j
  -4.43709857e-04+1.62878961e-05j  1.35118727e-04-5.98676830e-06j
   1.74221650e-06+4.30872434e-09j -5.30698309e-07+2.71370632e-09j]
 [-2.52611339e-02-1.91648321e-04j  1.69509785e-01+1.75914183e-16j
   9.90153454e-05+4.63250423e-06j -6.64620246e-04-2.60432269e-05j
   1.35194007e-04-3.93599014e-06j -9.06939758e-04+3.32923426e-05j
  -5.30678394e-07-5.33862673e-09j  3.56107800e-06+8.80700159e-09j]
 [-3.25157819e-04+1.27413495e-05j  9.90153454e-05-4.63250423e-06j
   8.28771839e-02+4.84806832e-16j -2.52448282e-02+1.91524615e-04j
   1.73721160e-06-1.32033098e-07j -5.28858712e-07+4.42325797e-08j
  -4.43423448e-04+1.62773825e-05j  1.35031509e-04-5.98290392e-06j]
 [ 9.90742345e-05-3.12966055e-06j -6.64620246e-04+2.60432269e-05j
  -2.52448282e-02-1.91524615e-04j  1.69400368e-01+1.65004679e-16j
  -5.29468955e-07+3.62033788e-08j  3.55084803e-06-2.69874703e-07j
   1.35106741e-04-3.93344951e-06j -9.06354341e-04+3.32708528e-05j]
 [-4.43709857e-04-1.62878961e-05j  1.35194007e-04+3.93599014e-06j
   1.73721160e-06+1.32033098e-07j -5.29468955e-07-3.62033788e-08j
   8.13802593e-02+3.64300086e-16j -2.47888570e-02+1.88065304e-04j
  -3.19078736e-04-1.25031399e-05j  9.72219633e-05+3.07114907e-06j]
 [ 1.35118727e-04+5.98676830e-06j -9.06939758e-04-3.32923426e-05j
  -5.28858712e-07-4.42325797e-08j  3.55084803e-06+2.69874703e-07j
  -2.47888570e-02-1.88065304e-04j  1.66340665e-01-6.63921996e-17j
   9.71641751e-05+4.54589590e-06j -6.52194645e-04-2.55563281e-05j]
 [ 1.74221650e-06-4.30872434e-09j -5.30678394e-07+5.33862673e-09j
  -4.43423448e-04-1.62773825e-05j  1.35106741e-04+3.93344951e-06j
  -3.19078736e-04+1.25031399e-05j  9.71641751e-05-4.54589590e-06j
   8.13277294e-02+3.58881887e-16j -2.47728561e-02+1.87943911e-04j]
 [-5.30698309e-07-2.71370632e-09j  3.56107800e-06-8.80700159e-09j
   1.35031509e-04+5.98290392e-06j -9.06354341e-04-3.32708528e-05j
   9.72219633e-05-3.07114907e-06j -6.52194645e-04+2.55563281e-05j
  -2.47728561e-02-1.87943911e-04j  1.66233294e-01-7.69434587e-17j]]",[0.17722694 0.42573915 0.32278152 0.07425238],2.588118693117614,2.842188426137356,0.1447298151024825
independent_ks_numeric,6,41,0.105,"[[ 8.36799901e-02-2.92838897e-16j -2.44668420e-02-4.23264780e-04j
  -2.86695520e-04+1.81202065e-05j  8.39173574e-05-3.84794637e-06j
  -4.00459500e-04+1.60378734e-05j  1.17169799e-04-2.66366803e-06j
   1.36853906e-06-1.41663441e-07j -4.00857960e-07+3.44981236e-08j]
 [-2.44668420e-02+4.23264780e-04j  1.68338720e-01-7.33494498e-16j
   8.37340485e-05-6.74823630e-06j -5.76744294e-04+3.64523510e-05j
   1.17007555e-04-6.71482534e-06j -8.05602864e-04+3.22633294e-05j
  -3.99424854e-07+4.83426373e-08j  2.75308486e-06-2.84983809e-07j]
 [-2.86695520e-04-1.81202065e-05j  8.37340485e-05+6.74823630e-06j
   8.37310279e-02-2.56356725e-16j -2.44817648e-02-4.23522936e-04j
   1.37548480e-06+3.17689137e-08j -4.02011551e-07-1.62461690e-08j
  -4.00703747e-04+1.60476552e-05j  1.17241263e-04-2.66529264e-06j]
 [ 8.39173574e-05+3.84794637e-06j -5.76744294e-04-3.64523510e-05j
  -2.44817648e-02+4.23522936e-04j  1.68441393e-01-6.60191518e-16j
  -4.02332934e-07-2.33139037e-09j  2.76705757e-06+6.39094037e-08j
   1.17078920e-04-6.71892083e-06j -8.06094215e-04+3.22830074e-05j]
 [-4.00459500e-04-1.60378734e-05j  1.17007555e-04+6.71482534e-06j
   1.37548480e-06-3.17689137e-08j -4.02332934e-07+2.33139037e-09j
   8.22887964e-02-2.76473301e-16j -2.40600767e-02-4.16227933e-04j
  -2.81929159e-04+1.78189551e-05j  8.25222175e-05-3.78397363e-06j]
 [ 1.17169799e-04+2.66366803e-06j -8.05602864e-04-3.22633294e-05j
  -4.02011551e-07+1.62461690e-08j  2.76705757e-06-6.39094037e-08j
  -2.40600767e-02+4.16227933e-04j  1.65540061e-01-6.98171356e-16j
   8.23419561e-05-6.63604575e-06j -5.67155825e-04+3.58463246e-05j]
 [ 1.36853906e-06+1.41663441e-07j -3.99424854e-07-4.83426373e-08j
  -4.00703747e-04-1.60476552e-05j  1.17078920e-04+6.71892083e-06j
  -2.81929159e-04-1.78189551e-05j  8.23419561e-05+6.63604575e-06j
   8.23389857e-02-2.40590639e-16j -2.40747514e-02-4.16481797e-04j]
 [-4.00857960e-07-3.44981236e-08j  2.75308486e-06+2.84983809e-07j
   1.17241263e-04+2.66529264e-06j -8.06094215e-04-3.22830074e-05j
   8.25222175e-05+3.78397363e-06j -5.67155825e-04-3.58463246e-05j
  -2.40747514e-02+4.16481797e-04j  1.65641027e-01-6.26072944e-16j]]",[0.1757782  0.42449307 0.32422822 0.07550051],2.5989020721430953,2.849350124157687,0.14383465644347243
independent_ks_numeric,6,42,0.105,"[[ 8.44793759e-02+3.40115585e-16j -2.36654331e-02+1.54313883e-04j
  -2.51189861e-04-5.70920583e-06j  7.03769151e-05+1.14050021e-06j
  -3.61360142e-04+1.33658163e-05j  1.01204367e-04-4.40427871e-06j
   1.07536675e-06-1.53206399e-08j -3.01217374e-07+6.25612575e-09j]
 [-2.36654331e-02-1.54313883e-04j  1.67455242e-01+9.91551075e-16j
   7.03560577e-05+2.05816993e-06j -4.97909205e-04-1.13168028e-05j
   1.01253196e-04-3.08412486e-06j -7.16289026e-04+2.64937562e-05j
  -3.01273345e-07+2.32749778e-09j  2.13159481e-06-3.03686129e-08j]
 [-2.51189861e-04+5.70920583e-06j  7.03560577e-05-2.05816993e-06j
   8.44306905e-02+3.03124593e-16j -2.36517947e-02+1.54224952e-04j
   1.07356020e-06-6.41628433e-08j -3.00622082e-07+1.99351226e-08j
  -3.61151890e-04+1.33581135e-05j  1.01146043e-04-4.40174053e-06j]
 [ 7.03769151e-05-1.14050021e-06j -4.97909205e-04+1.13168028e-05j
  -2.36517947e-02-1.54224952e-04j  1.67358737e-01+9.18044532e-16j
  -3.00856488e-07+1.60130945e-08j  2.12801386e-06-1.27183757e-07j
   1.01194844e-04-3.08234748e-06j -7.15876229e-04+2.64784878e-05j]
 [-3.61360142e-04-1.33658163e-05j  1.01253196e-04+3.08412486e-06j
   1.07356020e-06+6.41628433e-08j -3.00856488e-07-1.60130945e-08j
   8.32302595e-02+2.69117526e-16j -2.33155148e-02+1.52032190e-04j
  -2.47475755e-04-5.62478921e-06j  6.93363183e-05+1.12363671e-06j]
 [ 1.01204367e-04+4.40427871e-06j -7.16289026e-04-2.64937562e-05j
  -3.00622082e-07-1.99351226e-08j  2.12801386e-06+1.27183757e-07j
  -2.33155148e-02-1.52032190e-04j  1.64979240e-01+8.46125840e-16j
   6.93157693e-05+2.02773772e-06j -4.90547093e-04-1.11494720e-05j]
 [ 1.07536675e-06+1.53206399e-08j -3.01273345e-07-2.32749778e-09j
  -3.61151890e-04-1.33581135e-05j  1.01194844e-04+3.08234748e-06j
  -2.47475755e-04+5.62478921e-06j  6.93157693e-05-2.02773772e-06j
   8.31822939e-02+2.32711503e-16j -2.33020780e-02+1.51944574e-04j]
 [-3.01217374e-07-6.25612575e-09j  2.13159481e-06+3.03686129e-08j
   1.01146043e-04+4.40174053e-06j -7.15876229e-04-2.64784878e-05j
   6.93363183e-05-1.12363671e-06j -4.90547093e-04+1.11494720e-05j
  -2.33020780e-02-1.51944574e-04j  1.64884162e-01+7.73781528e-16j]]",[0.17439616 0.42328731 0.32560869 0.07670784],2.609256433582116,2.8561514594263224,0.14298324989853217
independent_ks_numeric,6,43,0.105,"[[ 8.55963309e-02+4.00697716e-16j -2.35882417e-02-5.53607534e-05j
  -2.22166197e-04+1.01233572e-05j  6.12300824e-05-2.64605861e-06j
  -3.25733475e-04+1.06704803e-05j  8.97710287e-05-2.72984853e-06j
   8.44182753e-07-6.62193844e-08j -2.32678815e-07+1.77024440e-08j]
 [-2.35882417e-02+5.53607534e-05j  1.65994224e-01+1.27126845e-15j
   6.12169875e-05-2.93343747e-06j -4.30839793e-04+1.96319025e-05j
   8.97572261e-05-3.15119487e-06j -6.31684500e-04+2.06929208e-05j
  -2.32593158e-07+1.87944206e-08j  1.63709659e-06-1.28417132e-07j]
 [-2.22166197e-04-1.01233572e-05j  6.12169875e-05+2.93343747e-06j
   8.56417890e-02+4.48389123e-16j -2.36007689e-02-5.53901541e-05j
   8.46706718e-07+1.08286919e-08j -2.33324525e-07-3.53174161e-09j
  -3.25906464e-04+1.06761471e-05j  8.98187039e-05-2.73129828e-06j]
 [ 6.12300824e-05+2.64605861e-06j -4.30839793e-04-1.96319025e-05j
  -2.36007689e-02+5.53901541e-05j  1.66082380e-01+1.36401733e-15j
  -2.33338532e-07-2.43650023e-09j  1.64199123e-06+2.09997355e-08j
   8.98048939e-05-3.15286839e-06j -6.32019972e-04+2.07039103e-05j]
 [-3.25733475e-04-1.06704803e-05j  8.97572261e-05+3.15119487e-06j
   8.46706718e-07-1.08286919e-08j -2.33338532e-07+2.43650023e-09j
   8.44688924e-02+2.70513873e-16j -2.32775474e-02-5.46315651e-05j
  -2.19239918e-04+9.99001663e-06j  6.04235858e-05-2.61120585e-06j]
 [ 8.97710287e-05+2.72984853e-06j -6.31684500e-04-2.06929208e-05j
  -2.33324525e-07+3.53174161e-09j  1.64199123e-06-2.09997355e-08j
  -2.32775474e-02+5.46315651e-05j  1.63807819e-01+1.01229759e-15j
   6.04106634e-05-2.89479948e-06j -4.25164955e-04+1.93733194e-05j]
 [ 8.44182753e-07+6.62193844e-08j -2.32593158e-07-1.87944206e-08j
  -3.25906464e-04-1.06761471e-05j  8.98048939e-05+3.15286839e-06j
  -2.19239918e-04-9.99001663e-06j  6.04106634e-05+2.89479948e-06j
   8.45137517e-02+3.17510774e-16j -2.32899096e-02-5.46605786e-05j]
 [-2.32678815e-07-1.77024440e-08j  1.63709659e-06+1.28417132e-07j
   8.98187039e-05+2.73129828e-06j -6.32019972e-04-2.07039103e-05j
   6.04235858e-05+2.61120585e-06j -4.25164955e-04-1.93733194e-05j
  -2.32899096e-02+5.46605786e-05j  1.63894813e-01+1.10369618e-15j]]",[0.17307238 0.42211419 0.3269313  0.07788213],2.619246341449033,2.862662746398235,0.1421691693679218
independent_ks_numeric,6,44,0.105,"[[ 8.62256472e-02-1.24750030e-16j -2.25747864e-02-2.91338803e-04j
  -1.94449135e-04-5.29644821e-07j  5.09070504e-05+7.95670419e-07j
  -2.91289815e-04+9.47115269e-06j  7.62947553e-05-1.49543931e-06j
   6.56951506e-07-1.95693203e-08j -1.72062973e-07+2.90375041e-09j]
 [-2.25747864e-02+2.91338803e-04j  1.65312642e-01-2.15001438e-16j
   5.09106295e-05-5.18337188e-07j -3.72799755e-04-1.01544016e-06j
   7.62307531e-05-3.46385657e-06j -5.58463640e-04+1.81581852e-05j
  -1.71930731e-07+7.34315960e-09j  1.25951376e-06-3.75184894e-08j]
 [-1.94449135e-04+5.29644821e-07j  5.09106295e-05+5.18337188e-07j
   8.61834334e-02-1.10208600e-16j -2.25637343e-02-2.91196171e-04j
   6.56835152e-07-2.31478412e-08j -1.72044601e-07+3.84103817e-09j
  -2.91147207e-04+9.46651586e-06j  7.62574033e-05-1.49470718e-06j]
 [ 5.09070504e-05-7.95670419e-07j -3.72799755e-04+1.01544016e-06j
  -2.25637343e-02+2.91196171e-04j  1.65231709e-01-1.87134301e-16j
  -1.71888178e-07+8.27966109e-09j  1.25929068e-06-4.43792642e-08j
   7.61934325e-05-3.46216075e-06j -5.58190231e-04+1.81492954e-05j]
 [-2.91289815e-04-9.47115269e-06j  7.62307531e-05+3.46385657e-06j
   6.56835152e-07+2.31478412e-08j -1.71888178e-07-8.27966109e-09j
   8.52129827e-02-1.93452932e-16j -2.23096601e-02-2.87917217e-04j
  -1.92165455e-04-5.23424485e-07j  5.03091800e-05+7.86325784e-07j]
 [ 7.62947553e-05+1.49543931e-06j -5.58463640e-04-1.81581852e-05j
  -1.72044601e-07-3.84103817e-09j  1.25929068e-06+4.43792642e-08j
  -2.23096601e-02+2.87917217e-04j  1.63371152e-01-3.47003170e-16j
   5.03127171e-05-5.12249653e-07j -3.68421463e-04-1.00351447e-06j]
 [ 6.56951506e-07+1.95693203e-08j -1.71930731e-07-7.34315960e-09j
  -2.91147207e-04-9.46651586e-06j  7.61934325e-05+3.46216075e-06j
  -1.92165455e-04+5.23424485e-07j  5.03127171e-05+5.12249653e-07j
   8.51712646e-02-1.79047929e-16j -2.22987378e-02-2.87776260e-04j]
 [-1.72062973e-07-2.90375041e-09j  1.25951376e-06+3.75184894e-08j
   7.62574033e-05+1.49470718e-06j -5.58190231e-04-1.81492954e-05j
   5.03091800e-05-7.86325784e-07j -3.68421463e-04+1.00351447e-06j
  -2.22987378e-02+2.87776260e-04j  1.63291169e-01-3.19397454e-16j]]",[0.17180148 0.42097391 0.3282013  0.07902331],2.628892882218215,2.868877784082029,0.14139218964898945
independent_ks_numeric,6,45,0.105,"[[ 8.71388438e-02-1.02686054e-16j -2.22250466e-02+2.52290513e-04j
  -1.71324786e-04+4.20113441e-06j  4.36847825e-05-1.56754463e-06j
  -2.61859244e-04+9.28639902e-06j  6.67611685e-05-3.12667970e-06j
   5.14397065e-07-3.08828541e-08j -1.31109237e-07+9.36609137e-09j]
 [-2.22250466e-02-2.52290513e-04j  1.64120949e-01+8.77184390e-17j
   4.37091094e-05-5.75481472e-07j -3.22680278e-04+7.91259255e-06j
   6.68149418e-05-1.61037308e-06j -4.93196670e-04+1.74903929e-05j
  -1.31288065e-07+6.38745420e-09j  9.68836980e-07-5.81660612e-08j]
 [-1.71324786e-04-4.20113441e-06j  4.37091094e-05+5.75481472e-07j
   8.71773098e-02-7.68806692e-17j -2.22348575e-02+2.52401883e-04j
   5.15292496e-07-5.63335956e-09j -1.31410723e-07+2.92871785e-09j
  -2.61974838e-04+9.29049835e-06j  6.67906392e-05-3.12805993e-06j]
 [ 4.36847825e-05+1.56754463e-06j -3.22680278e-04-7.91259255e-06j
  -2.22348575e-02-2.52401883e-04j  1.64193397e-01+1.36445478e-16j
  -1.31443343e-07-5.51043502e-11j  9.70523472e-07-1.06101054e-08j
   6.68444362e-05-1.61108395e-06j -4.93414384e-04+1.74981138e-05j]
 [-2.61859244e-04-9.28639902e-06j  6.68149418e-05+1.61037308e-06j
   5.15292496e-07+5.63335956e-09j -1.31443343e-07+5.51043503e-11j
   8.62267674e-02-1.54862450e-16j -2.19924186e-02+2.49649806e-04j
  -1.69531541e-04+4.15716143e-06j  4.32275369e-05-1.55113724e-06j]
 [ 6.67611685e-05+3.12667970e-06j -4.93196670e-04-1.74903929e-05j
  -1.31410723e-07-2.92871785e-09j  9.70523472e-07+1.06101054e-08j
  -2.19924186e-02-2.49649806e-04j  1.62403106e-01-1.34952530e-17j
   4.32516091e-05-5.69457947e-07j -3.19302806e-04+7.82977198e-06j]
 [ 5.14397065e-07+3.08828541e-08j -1.31288065e-07-6.38745420e-09j
  -2.61974838e-04-9.29049835e-06j  6.68444362e-05+1.61108395e-06j
  -1.69531541e-04-4.15716143e-06j  4.32516091e-05+5.69457947e-07j
   8.62648309e-02-1.29350676e-16j -2.20021268e-02+2.49760010e-04j]
 [-1.31109237e-07-9.36609137e-09j  9.68836980e-07+5.81660612e-08j
   6.67906392e-05+3.12805993e-06j -4.93414384e-04-1.74981138e-05j
   4.32275369e-05+1.55113724e-06j -3.19302806e-04-7.82977198e-06j
  -2.20021268e-02-2.49760010e-04j  1.62474796e-01+3.46774894e-17j]]",[0.17058517 0.41986964 0.32941694 0.08012825],2.6381765106587816,2.8747911146474587,0.1406522599545452
independent_ks_numeric,6,46,0.105,"[[ 8.81095266e-02-1.69675725e-16j -2.18932670e-02-2.71257436e-04j
  -1.50711674e-04+3.06576977e-06j  3.74579535e-05-2.97789069e-07j
  -2.36209461e-04+8.92452554e-06j  5.87202978e-05-1.49034336e-06j
   4.03726636e-07-2.34843392e-08j -1.00389432e-07+4.59240985e-09j]
 [-2.18932670e-02+2.71257436e-04j  1.63110993e-01-1.17722356e-15j
   3.74390767e-05-1.22576278e-06j -2.79001963e-04+5.67544477e-06j
   5.86653470e-05-2.94475074e-06j -4.37278024e-04+1.65213488e-05j
  -1.00244833e-07+7.07826708e-09j  7.47390834e-07-4.34749118e-08j]
 [-1.50711674e-04-3.06576977e-06j  3.74390767e-05+1.22576278e-06j
   8.80744422e-02-1.64616923e-16j -2.18845494e-02-2.71149424e-04j
   4.04347694e-07-7.04652935e-09j -1.00493145e-07+5.06065938e-10j
  -2.36115404e-04+8.92097188e-06j  5.86969160e-05-1.48974992e-06j]
 [ 3.74579535e-05+2.97789069e-07j -2.79001963e-04-5.67544477e-06j
  -2.18845494e-02+2.71149424e-04j  1.63046044e-01-1.16751487e-15j
  -1.00449758e-07+2.99574720e-09j  7.48540555e-07-1.30447461e-08j
   5.86419871e-05-2.94357817e-06j -4.37103905e-04+1.65147702e-05j]
 [-2.36209461e-04-8.92452554e-06j  5.86653470e-05+2.94475074e-06j
   4.04347694e-07+7.04652935e-09j -1.00449758e-07-2.99574720e-09j
   8.72883118e-02+1.11706629e-16j -2.16892133e-02-2.68729212e-04j
  -1.49306983e-04+3.03719561e-06j  3.71088309e-05-2.95013559e-07j]
 [ 5.87202978e-05+1.49034336e-06j -4.37278024e-04-1.65213488e-05j
  -1.00493145e-07-5.06065938e-10j  7.48540555e-07+1.30447461e-08j
  -2.16892133e-02+2.68729212e-04j  1.61590736e-01-6.48275565e-16j
   3.70901300e-05-1.21433820e-06j -2.76401557e-04+5.62254743e-06j]
 [ 4.03726636e-07+2.34843392e-08j -1.00244833e-07-7.07826708e-09j
  -2.36115404e-04-8.92097188e-06j  5.86419871e-05+2.94357817e-06j
  -1.49306983e-04-3.03719561e-06j  3.70901300e-05+1.21433820e-06j
   8.72535544e-02+1.16606867e-16j -2.16805769e-02-2.68622206e-04j]
 [-1.00389432e-07-4.59240985e-09j  7.47390834e-07+4.34749118e-08j
   5.86969160e-05+1.48974992e-06j -4.37103905e-04-1.65147702e-05j
   3.71088309e-05+2.95013559e-07j -2.76401557e-04-5.62254743e-06j
  -2.16805769e-02+2.68622206e-04j  1.61526392e-01-6.38863616e-16j]]",[0.16941018 0.4187916  0.33059141 0.0812068 ],2.64718966284609,2.880460759330341,0.1399438233823494
independent_ks_numeric,6,47,0.105,"[[ 8.86368180e-02+1.85327691e-16j -2.09439159e-02-3.95611039e-05j
  -1.32001699e-04+8.64622258e-08j  3.11906042e-05+3.84859861e-08j
  -2.12117736e-04+7.89894762e-06j  5.01246391e-05-1.77176129e-06j
   3.15887001e-07-1.19703607e-08j -7.46460049e-08+2.68747676e-09j]
 [-2.09439159e-02+3.95611039e-05j  1.62360592e-01+1.67940449e-16j
   3.11905270e-05-7.93461530e-08j -2.41794262e-04+1.58377280e-07j
   5.01175881e-05-1.96110951e-06j -3.88546903e-04+1.44689063e-05j
  -7.46353194e-08+2.96945526e-09j  5.78626372e-07-2.19267217e-08j]
 [-1.32001699e-04-8.64622258e-08j  3.11905270e-05+7.93461530e-08j
   8.86679801e-02+1.94550222e-16j -2.09512792e-02-3.95750124e-05j
   3.15902411e-07-1.15565333e-08j -7.46494615e-08+2.58968697e-09j
  -2.12192310e-04+7.90172466e-06j  5.01422615e-05-1.77238419e-06j]
 [ 3.11906042e-05-3.84859861e-08j -2.41794262e-04-1.58377280e-07j
  -2.09512792e-02+3.95750124e-05j  1.62417673e-01+1.84773523e-16j
  -7.46391454e-08+2.87167923e-09j  5.78654600e-07-2.11686929e-08j
   5.01352080e-05-1.96179898e-06j -3.88683505e-04+1.44739931e-05j]
 [-2.12117736e-04-7.89894762e-06j  5.01175881e-05+1.96110951e-06j
   3.15902411e-07+1.15565333e-08j -7.46391454e-08-2.87167923e-09j
   8.79013379e-02-2.16096094e-16j -2.07701300e-02-3.92328384e-05j
  -1.30906391e-04+8.57447898e-08j  3.09317945e-05+3.81666416e-08j]
 [ 5.01246391e-05+1.77176129e-06j -3.88546903e-04-1.44689063e-05j
  -7.46494615e-08-2.58968697e-09j  5.78654600e-07+2.11686929e-08j
  -2.07701300e-02+3.92328384e-05j  1.61013375e-01-5.65944692e-16j
   3.09317180e-05-7.86877639e-08j -2.39787930e-04+1.57063116e-07j]
 [ 3.15887001e-07+1.19703607e-08j -7.46353194e-08-2.96945526e-09j
  -2.12192310e-04-7.90172466e-06j  5.01352080e-05+1.96179898e-06j
  -1.30906391e-04-8.57447898e-08j  3.09317180e-05+7.86877639e-08j
   8.79322414e-02-2.07090677e-16j -2.07774321e-02-3.92466315e-05j]
 [-7.46460049e-08-2.68747676e-09j  5.78626372e-07+2.19267217e-08j
   5.01422615e-05+1.77238419e-06j -3.88683505e-04-1.44739931e-05j
   3.09317945e-05-3.81666417e-08j -2.39787930e-04-1.57063116e-07j
  -2.07774321e-02+3.92466315e-05j  1.61069983e-01-5.49508815e-16j]]",[0.16828129 0.41774636 0.33171992 0.08225243],2.655886959275873,2.885855981841627,0.1392690629777005
independent_ks_numeric,6,48,0.105,"[[ 8.97168268e-02-4.83571341e-16j -2.08972439e-02+1.44765434e-04j
  -1.16406727e-04+5.32522763e-06j  2.71053819e-05-1.42820757e-06j
  -1.91318401e-04+6.74808182e-06j  4.45518477e-05-1.88050123e-06j
   2.47833261e-07-2.01114575e-08j -5.76939784e-08+5.08434972e-09j]
 [-2.08972439e-02-1.44765434e-04j  1.61249516e-01-1.00814326e-15j
   2.71225673e-05-1.05254403e-06j -2.09219709e-04+9.57111848e-06j
   4.45736249e-05-1.26308547e-06j -3.43859683e-04+1.21284375e-05j
  -5.77588813e-08+4.28455127e-09j  4.45434762e-07-3.61466507e-08j]
 [-1.16406727e-04-5.32522763e-06j  2.71225673e-05+1.05254403e-06j
   8.96889752e-02-4.72037675e-16j -2.08907566e-02+1.44720493e-04j
   2.48634338e-07+2.60031396e-09j -5.79172162e-08-2.04484910e-10j
  -1.91259008e-04+6.74598696e-06j  4.45380171e-05-1.87991745e-06j]
 [ 2.71053819e-05+1.42820757e-06j -2.09219709e-04-9.57111848e-06j
  -2.08907566e-02-1.44720493e-04j  1.61199458e-01-9.87370459e-16j
  -5.79088246e-08-1.00686857e-09j  4.46874552e-07+4.67358670e-09j
   4.45597875e-05-1.26269336e-06j -3.43752936e-04+1.21246724e-05j]
 [-1.91318401e-04-6.74808182e-06j  4.45736249e-05+1.26308547e-06j
   2.48634338e-07-2.60031396e-09j -5.79088246e-08+1.00686857e-09j
   8.90536682e-02-2.63461527e-16j -2.07427781e-02+1.43695373e-04j
  -1.15546285e-04+5.28586522e-06j  2.69050274e-05-1.41765071e-06j]
 [ 4.45518477e-05+1.88050123e-06j -3.43859683e-04-1.21284375e-05j
  -5.79172162e-08+2.04484910e-10j  4.46874552e-07-4.67358670e-09j
  -2.07427781e-02-1.43695373e-04j  1.60057610e-01-6.11508763e-16j
   2.69220858e-05-1.04476396e-06j -2.07673222e-04+9.50037178e-06j]
 [ 2.47833261e-07+2.01114575e-08j -5.77588813e-08-4.28455127e-09j
  -1.91259008e-04-6.74598696e-06j  4.45597875e-05+1.26269336e-06j
  -1.15546285e-04-5.28586522e-06j  2.69220858e-05+1.04476395e-06j
   8.90260225e-02-2.52080336e-16j -2.07363387e-02+1.43650765e-04j]
 [-5.76939784e-08-5.08434972e-09j  4.45434762e-07+3.61466507e-08j
   4.45380171e-05+1.87991745e-06j -3.43752936e-04-1.21246724e-05j
   2.69050274e-05+1.41765071e-06j -2.07673222e-04-9.50037178e-06j
  -2.07363387e-02-1.43650765e-04j  1.60007922e-01-5.91010326e-16j]]",[0.16719244 0.41672959 0.33280848 0.08326949],2.664310066194288,2.8910077019822102,0.138624845855696
