steps,mean_exact,var_exact,mean_independent_modes,var_independent_modes
0,0.5,0.25000000000000017,0.5,0.2500000000000002
5,0.08765874911377529,0.14168315769424197,0.08765874911377523,0.1591982261161039
10,0.18661487687354317,0.22550954502426568,0.18661487687354325,0.2903778935578267
15,0.15125355882337255,0.22504629847226298,0.1512535588233725,0.2520417887149359
20,0.22938948162287262,0.250513172044294,0.22938948162287262,0.3355368977875973
25,0.2733004478531572,0.3113577710913125,0.2733004478531573,0.3889272861788343
30,0.28020895984294913,0.30459965253902077,0.28020895984294913,0.39967621754020183
