steps,mean_exact,var_exact,mean_independent_modes,var_independent_modes,num_circuits
0,0.5,0.2500000000000008,0.5,0.2500000000000007,10
1,0.418972304068398,0.2007776765833394,0.41897230406839814,0.27172487100524734,10
2,0.35574872544854713,0.23323898528768386,0.3557487254485473,0.28542349011515056,10
3,0.37185383255440374,0.23824182165533828,0.3718538325544035,0.30279153296821326,10
4,0.325164690191517,0.2700361873815835,0.3251646901915172,0.3557309052155631,10
5,0.38877022008255924,0.2646174527673002,0.388770220082559,0.4062329715997855,10
6,0.4377993607035317,0.31983946935795926,0.4377993607035318,0.4096534515625045,10
7,0.4002767268447223,0.2936451527491169,0.4002767268447224,0.4051854514498558,10
8,0.4113706640769655,0.28147650139250635,0.41137066407696576,0.3964914360542373,10
9,0.42099818109775755,0.3058365030756375,0.42099818109775766,0.41000016049645005,10
10,0.42716950648380203,0.27839265858111084,0.42716950648380214,0.36085475442626525,10
11,0.3939194336611652,0.3013763808231927,0.39391943366116533,0.4067223088985331,10
12,0.4869832053969413,0.29167265968802425,0.48698320539694107,0.4110167650752278,10
13,0.4424617790440467,0.3266630509814115,0.4424617790440468,0.4365112990833772,10
14,0.4699740878247834,0.35505067899414267,0.46997408782478345,0.4439630517441671,10
15,0.44936357615019434,0.2957548890170479,0.44936357615019434,0.42484591702873475,10
16,0.46754381258823613,0.30040281816131054,0.4675438125882362,0.43241990364516136,10
17,0.4578642308201122,0.3074557125277883,0.4578642308201121,0.42947351796607125,10
18,0.48257601493520424,0.24870984261502063,0.48257601493520436,0.42152522837445866,10
19,0.4611001764272579,0.2741365432041435,0.46110017642725787,0.44593205380728557,10
20,0.4144496365094163,0.2665355998520157,0.4144496365094163,0.4351263682386904,10
