steps,noise_param,num_circuits,mean_exact,var_exact,mean_independent_modes,var_independent_modes
100,0.003162,50,0.003062384766847268,0.006042704454666049,0.003062384766847288,0.006048152979414966
200,0.003162,50,0.0013864187386277,0.0027627678789072,0.0013864187386279,0.0027678843970896
100,0.004833,50,0.003986150350454852,0.0078656295903765,0.003986150350454794,0.007878506340132955
200,0.004833,50,0.0028274920363019,0.0056081088924947,0.0028274920363018,0.0056335221748959
100,0.007386,50,0.005628286870806853,0.011094887290747894,0.005628286870807121,0.011143038177386424
200,0.007386,50,0.0070809294947079,0.0139141294045613,0.0070809294947079,0.0140239632926624
100,0.011288,50,0.00923566383517979,0.018071516919458522,0.009235663835179693,0.018236596243926477
200,0.011288,50,0.0150477753268383,0.028926391730497,0.0150477753268386,0.0294683468855729
100,0.017252,50,0.021496005620000536,0.040670247252063606,0.021496005620000525,0.04173136524115217
200,0.017252,50,0.0312343312647918,0.0571907230420653,0.031234331264792,0.0597286141613122
100,0.026367,50,0.04175772838134373,0.07560088234668642,0.041757728381343596,0.0788932947328138
200,0.026367,50,0.076983178249965,0.124706829651007,0.076983178249965,0.1375371085527982
100,0.040296,50,0.08632151624455721,0.13660759387604668,0.08632151624455724,0.15330799143308818
200,0.040296,50,0.1426395022562257,0.1891418087433382,0.1426395022562257,0.2300999913318414
100,0.061585,50,0.18257234358611327,0.2286519979400242,0.18257234358611338,0.2800726661477216
200,0.061585,50,0.2679096819054816,0.2702268434323159,0.2679096819054814,0.3614769980830752
100,0.09412,50,0.2855248372044747,0.2782324526435994,0.2855248372044746,0.3775572820294569
200,0.09412,50,0.3762379088839732,0.2952374645698351,0.3762379088839732,0.4267543460901466
100,0.143845,50,0.38084063590954514,0.31426899982013135,0.3808406359095453,0.4393068403449171
200,0.143845,50,0.4546635314827568,0.3302733680731968,0.4546635314827567,0.4646012983320903
100,0.219839,50,0.41747949073401897,0.33200449385672604,0.4174794907340189,0.4634002579611772
200,0.219839,50,0.4563476184587721,0.3279506073344223,0.4563476184587721,0.4822522851353072
100,0.335982,50,0.47933448298801584,0.3226216283119654,0.479334482988016,0.48139422015060046
200,0.335982,50,0.4998756287822559,0.3455320354352356,0.4998756287822557,0.4946134349632913
100,0.513483,50,0.4896347609778282,0.32440951638051146,0.4896347609778285,0.49803126175767787
200,0.513483,50,0.5062591226546321,0.3344430817159472,0.5062591226546321,0.4989811792600278
100,0.78476,50,0.5016053355111147,0.33841499523423535,0.5016053355111146,0.4980181659953544
200,0.78476,50,0.4923294907341919,0.3430738143040873,0.4923294907341919,0.4970699680901613
100,1.199354,50,0.5259923418798083,0.3382256137360784,0.5259923418798094,0.49710454695612566
200,1.199354,50,0.4776063636868359,0.3335608355782379,0.4776063636868358,0.4971900960127501
100,1.832981,50,0.48572531367653277,0.3274889685162164,0.48572531367653266,0.4975256023263099
200,1.832981,50,0.5149717026313309,0.3315350277226991,0.5149717026313305,0.4980974008605384
100,2.801357,50,0.512245514061873,0.32092814421785076,0.5122455140618729,0.49664546100809365
200,2.801357,50,0.5101424682665828,0.322421127010375,0.5101424682665828,0.4935102215131308
100,4.281332,50,0.4858989704175957,0.33600234648137944,0.4858989704175958,0.4985448953444962
200,4.281332,50,0.5097846691583746,0.3349246129949046,0.5097846691583745,0.4960874291355708
100,6.543189,50,0.5180721145973619,0.32681203928683716,0.5180721145973618,0.49425733329492577
200,6.543189,50,0.5254015738147859,0.3252471590431602,0.5254015738147859,0.4936844419073853
100,10.0,50,0.48382691593503296,0.3306628327065113,0.4838269159350328,0.49573762231135216
200,10.0,50,0.5167793344027002,0.3322611508997075,0.5167793344027001,0.4975298706777913
