steps,noise_param,num_circuits,mean_exact,var_exact,mean_independent_modes,var_independent_modes
50,0.003162,50,0.0020573654088856,0.0040876023802904,0.0020573654088856,0.0040896285747266
250,0.003162,50,0.0015328010950533,0.0030542851527193,0.0015328010950533,0.0030595867514315
50,0.004833,50,0.0023967433820595,0.0047624544709389,0.0023967433820595,0.0047674730085484
250,0.004833,50,0.0035846917707778,0.0070979778439214,0.0035846917707778,0.0071323786343249
50,0.007386,50,0.0035803305132328,0.0070902615425103,0.0035803305132329,0.0071102095108407
250,0.007386,50,0.0086971637262655,0.0170541244024789,0.0086971637262658,0.0171944045284899
50,0.011288,50,0.0053576137509367,0.0105728258030565,0.0053576137509364,0.010635834339036
250,0.011288,50,0.0179912228706184,0.0343093607594469,0.0179912228706184,0.0351518670921547
50,0.017252,50,0.0118027653106541,0.0229760618453088,0.0118027653106544,0.023235695861095
250,0.017252,50,0.0468429770144337,0.0836412876305982,0.0468429770144338,0.0880335348435537
50,0.026367,50,0.0222785035806161,0.0421302560396931,0.0222785035806162,0.0432955721309887
250,0.026367,50,0.0977715613900582,0.1507049970993878,0.0977715613900582,0.1709597109205732
50,0.040296,50,0.0511378608172384,0.0886580152709546,0.0511378608172383,0.0952010769071394
250,0.040296,50,0.1750798321418726,0.2205148599130935,0.1750798321418727,0.2695327745012636
50,0.061585,50,0.1206433465602688,0.1755467474382795,0.1206433465602689,0.2042531539933397
250,0.061585,50,0.2972322529459758,0.2707558946866655,0.2972322529459758,0.3790621059150496
50,0.09412,50,0.201268582849267,0.2346369431525743,0.2012685828492669,0.298052882683357
250,0.09412,50,0.4120776317444438,0.320349232018281,0.4120776317444437,0.4493792612897627
50,0.143845,50,0.2861039662703664,0.2945873100654813,0.2861039662703664,0.3791574768720885
250,0.143845,50,0.4604388570778318,0.3334441401719153,0.4604388570778319,0.4860517538987734
50,0.219839,50,0.408886396414722,0.3170865129993922,0.4088863964147221,0.4485242405796268
250,0.219839,50,0.4852099831435809,0.3120633395815733,0.485209983143581,0.498610635275766
50,0.335982,50,0.4707747919634647,0.3332495609820363,0.4707747919634646,0.4811895491882416
250,0.335982,50,0.5068974651369835,0.3373026197276813,0.5068974651369837,0.4992862873917767
50,0.513483,50,0.4904131400364752,0.3299196974839154,0.4904131400364753,0.4940161152088556
250,0.513483,50,0.5417500020372968,0.3455374037820838,0.5417500020372967,0.4961792649026799
50,0.78476,50,0.4926638422193444,0.3456478751589795,0.4926638422193444,0.4986195720856878
250,0.78476,50,0.5032803779845721,0.3397115231869161,0.5032803779845723,0.4982682817970665
250,1.0,50,0.49770336010631566,0.3476382658362828,0.4977033601063157,0.4956642574447008
50,1.199354,50,0.4950540763877131,0.3263051660856756,0.4950540763877132,0.4989780797364214
250,1.199354,50,0.51209464716006,0.3132537539480469,0.5120946471600603,0.4977944705784596
50,1.832981,50,0.5066844644692448,0.3427298013964014,0.5066844644692446,0.4955666657666628
250,1.832981,50,0.5042301963085744,0.317461847046294,0.5042301963085745,0.4963534199906143
50,2.801357,50,0.5253431519590352,0.3307415379882397,0.5253431519590352,0.4980391028866937
250,2.801357,50,0.4735553604665655,0.3458544885933016,0.4735553604665657,0.4977847440187619
250,3.162278,50,0.5026366068926204,0.32989862405178594,0.5026366068926205,0.499885806187248
50,4.281332,50,0.4892761254638036,0.3395009064838074,0.4892761254638036,0.495404885393816
250,4.281332,50,0.499308875643428,0.3499826925950303,0.4993088756434279,0.4957188051946253
50,6.543189,50,0.5229802818046972,0.3390313687040687,0.5229802818046971,0.4930099032928936
250,6.543189,50,0.5004874556861958,0.3284695115107686,0.5004874556861958,0.4994576793838279
50,10.0,50,0.4676058164628901,0.3383632236014675,0.4676058164628902,0.4974197083103795
250,10.0,50,0.4985264696021109,0.3406872103599364,0.4985264696021109,0.4989620677375521
