steps,noise_param,num_circuits,mean_exact,var_exact,mean_independent_modes,var_independent_modes
100,0.003162,50,0.01229777913706268,0.022380373757050744,0.012297779137063133,0.022388230239738564
100,0.004833,50,0.01302921783217524,0.02382110551176854,0.013029217832175399,0.023853922824649623
100,0.007386,50,0.014752417299816736,0.027230006984382535,0.014752417299816396,0.027316514913987386
100,0.011288,50,0.0197921717313202,0.036692475321041855,0.01979217173132029,0.03698218368466701
100,0.017252,50,0.028722177376575078,0.05304552033928097,0.02872217737657494,0.0540192400920545
100,0.026367,50,0.05233692727166454,0.0913864755925046,0.05233692727166465,0.09700071715547641
100,0.040296,50,0.09671720089696877,0.15103494482441338,0.09671720089696872,0.16939002968229777
100,0.061585,50,0.1887051192029759,0.23142252080681247,0.18870511920297578,0.286982038806357
100,0.09412,50,0.2941904391120327,0.2741562419564787,0.2941904391120329,0.37769348832080096
100,0.143845,50,0.4000641362229399,0.30454244280852494,0.40006413622293985,0.4373347689945444
100,0.219839,50,0.44256940676673584,0.3179982831015661,0.4425694067667357,0.4612785576332121
100,0.335982,50,0.46777388983159346,0.3366516569389676,0.46777388983159357,0.47496303466746737
100,0.513483,50,0.4693277289408207,0.32592410983058157,0.46932772894082087,0.48761663973860925
100,0.78476,50,0.48517056488898236,0.33538729935260425,0.4851705648889828,0.4887053705402913
100,1.199354,50,0.46968026730645995,0.3375548065707652,0.4696802673064601,0.4938711778427427
100,1.832981,50,0.5081957407939633,0.3393395649333891,0.5081957407939631,0.49604674671085913
100,2.801357,50,0.4811163518666253,0.3246681468877335,0.4811163518666253,0.4950115177189911
100,4.281332,50,0.5043542194469484,0.33691004359107235,0.5043542194469485,0.4936613708687192
100,6.543189,50,0.5154222061683196,0.33867015655517485,0.5154222061683198,0.4954426200717652
100,10.0,50,0.5059596253485951,0.33884958670674686,0.5059596253485948,0.49400802443484615
